#,Väljaanne,Kaebuse sisu,Lahendi kuupäev,Lahendi liik,Otsuse sisu,Koodeks,Väljaande nimi
 144 , Eesti Ekspress 20.07.06 Foto leheküljel A27 ," Foto kahjustab Pärnus toimunud ürituse ""Pidu Palmisaarel"", ürituse turvafirma ja Sky Plusi kaubamärgi mainet. ",06.09.06,õigeksmõistev,"ÕIGEKSMÕISTEV: Eesti Ekspress ei ole rikkunud head ajakirjandustava. Pressinõukogu pädevuses ei ole otsustada, kas pildil viibinud isik viibis Sky Plusi üritusel või mitte, kuid samas ei näe Pressinõukogu põhjust kahelda foto autori sõnades. Pressinõukogu pädevuses on anda hinnang, kas väljaanne on rikkunud head ajakirjandustava või mitte. Pressinõukogu ei anna hinnangut firma kaubamärgi ja ürituse korraldamise maine kahjustamise kohta. ",[],Eesti Ekspress
 143 , Vesti Dnja 05.06.06 Ühinemine ei lisa autoriteeti ," Artikkel sisaldab kaebaja meelest väljamõeldud fakte. Samuti pole kaebaja rahul, et leht ei avaldanud vastulauset. ",06.09.06,tauniv,"TAUNIV: Leht rikkus eetikakoodeksi punkti 4.1., mille järgi peavad uudised, arvamused ja oletused olema selgesti eristatavad. Pressinõukogu meelest on tegu väga selge arvamuslooga, mille ilmumine uudisteküljel on lugejaid eksitav. Samuti on rikutud punkti 5.2., mille järgi on süüdistuste korral faktivigade ja tsitaatide parandamiseks õigus vastulausele. Vesti Dnja ei võimaldanud aga kaebajal vastulauset avaldada. ","['4.1', '5.2']",Vesti Dnja
 142 , Narvskaja Gazeta 25.05.06 Narva Bussivedude küpseks saamise aeg ," Kaebaja meelest on artiklis segi uudised, arvamused ja oletused ning kaebaja vastulauset on järgmises lehenumbris toimetuse poolt kommenteeritud. ",06.09.06,tauniv,"TAUNIV: Leht eksis koodeksi punkti 5.2. vastu, mis näeb ette, et vastulause avaldatakse toimetusepoolsete hinnanguliste kommentaarideta. Pressinõukogu arvates ei oma tähtsust, millist pealkirja kandis kaebaja kirjutis, sest sisuliselt oli tegu vastulausega. Selle kommenteerimine toimetuse poolt on taunitav. ",['5.2'],Narvskaja Gazeta
 140 , Maaleht 16.02.06 Vormsilased karastavad lambaid ," Kaebaja pole rahul, et artikkel põhineb anonüümsetel allikatel, kuid süüdistatavad on selles selgelt äratuntavad. Samuti pole kaebaja rahul, et lambakasvatajatelt pole kommentaare võetud ega vastulause võimalust antud. ",14.06.06,õigeksmõistev,"ÕIGEKSMÕISTEV: Artikkel ei ole negatiivse alatooniga ning sõna on antud nii lambakasvatajale kui välipidamise vastasele. Artiklist ei nähtu, et see on kirjutatud kaebuse esitaja halvustamiseks; artiklis pole tehtud sellesuunalisi vihjeid, rääkimata kaebuse esitaja nimepidi mainimisest. Selgelt on esiplaanil väitlus lammaste välipidamise teemal. ",[],Maaleht
 138 , Eesti Päevaleht 21.04.06 Kus on linnavolinik Tõnis Bittmani parkimiskaart? ," Kaebaja leiab, et artikkel sisaldab moonutatud ja eksitavat infot, kusjuures andmete paikapidavust pole tema käest kontrollitud ega kommentaari küsitud. ",17.05.06,tauniv,"TAUNIV: Leht rikkus eetikakoodeksi punkti 4.2., mis kohustab konflikti sisaldava materjali korral ajakirjanikku kuulama ära kõik osapooled. Vaidlusaluses artiklis pole Tõnis Bittmani asjasse puutuvate selgituste saamiseks ära kuulatud. ",['4.2'],Eesti Päevaleht
 135 , Lääne-Harju Ekspress 28.01.06 Artiklid Keila linna kultuuripreemia määramisest , Kaebaja peab artikleid laimavaks ning neis pole ühe osapoole kommentaare. Samuti pole artiklitega antud ausat ja mitmekülgset pilti toimunust. ,19.04.06,õigeksmõistev,"ÕIGEKSMÕISTEV: Kuigi kaebaja ja väljaande vahel on toimunud arusaamatus, ei ole leht rikkunud head ajakirjandustava. Artikli „Keila linna 2006. aasta kultuuripreemia laureaat on Aivar Põldvee” puhul on tegu reportaaþiga ning selles þanris esitatakse ka autori subjektiivseid seisukohti. Arvamusartikli „Kultuuripreemia määramisest” puhul ajakirjanduse eetikakoodeksit rikkutud ei ole, sest igal inimesel on õigus arvamust avaldada. Oma arvamuse oleks võinud lehele saata ka komisjoni teised liikmed. ",[],Lääne-Harju Ekspress
 134 , Delovõje Vedomosti 15.02.06 Vanalinn on kaitseta ," Kaebaja ei ole rahul, et artiklis on esitatud süüdistusi, kuid ühe osapoole seisukohti ei küsitud. ",19.04.06,tauniv,"TAUNIV: Pressinõukogu arvates on kaebaja ja ajakirjaniku vahel toimunud kommunikatsioonihäire, mille tõttu ei ole lehte jõudnud kaebaja seisukoht. Leht rikkus ajakirjanduseetika koodeksi punkti 4.2., mis näeb ette konflikti sisaldava materjali puhul kõigi osapoolte kommentaare. Kaebajaga on küll räägitud, kuid ajalehte tema seisukoht ei jõudnud. ",['4.2'],Delovõje Vedomosti
 133 , Postimees 01.02.06 Tähtvere valda linna ja maa piirile kerkis uus külalistemaja ," Kaebaja leiab, et artiklis on avaldatud infot, mis tekitavad talle põhjendamata kannatusi. ",19.04.06,tauniv,"TAUNIV: Leht rikkus ajakirjanduseetika koodeksi punkti 4.2., mille järgi peab ajakirjanik konflikti sisaldava materjali puhul ära kuulama kõik osapooled. Artikli põhiosas on küll kaebaja seisukohad olemas. Kuid artikli viimases lõigus tuuakse mehe taustast kirjutamisega ootamatult sisse konflikti sisaldav teema, kus Ardi Mandre kommentaari pole. Samas vajanuks uus teema kindlasti kaebaja selgitusi. ",['4.2'],Postimees
 132 , Eesti Ekspress 19.01.06 Skandaalne ärimees tembutab jälle ," Kaebaja peab artiklit ebatäpseks ja eksitavaks, mis jätab mulje nagu oleks sündmused lehes kirjutatud viisil aset leidnud. Artikli juures avaldatud ühte fotodest peab kaebaja eksitavaks. ",19.04.06,õigeksmõistev,ÕIGEKSMÕISTEV: Pressinõukogu meelest on kõigile osapooltele sõna antud ning esitatud tsitaate ei ole Pressinõukogul võimalust kahtluse alla seada. Erinevalt kaebajast ei pea Pressinõukogu artikli juures olevaid fotosid eksitavaks. Fotod on märgistatud ning on artikli sisuga seotud. ,[],Eesti Ekspress
 129 , Eesti Päevaleht 14.01.06 Arhitekt võib ilma jääda ametiloast ," Artikkel sisaldab kaebaja meelest valeinfot. Kaebaja ei ole rahul, et talle pole sõna antud. ",19.04.06,tauniv,"TAUNIV: Eesti Päevaleht rikkus artiklis ajakirjanduseetika koodeksi punkti 4.2., mille järgi peab ajakirjanik konflikti sisaldava materjali puhul kuulama ära kõik osapooled. Samuti eksis leht koodeksi punkti 5.1. vastu, mille järgi tuleb tõsiste süüdistuse korral pakkuda inimesele kommentaari võimalust samas numbris. Antud artiklis oli Enn Rajasaare kohta esitatud tõsiseid süüdistusi, kuid enda seisukohtade selgitamiseks ta sõna ei saanud. ","['4.2', '5.1']",Eesti Päevaleht
 128 ," Võrumaa Teataja 29.10.05 Kohalikud elanikud kahtlustavad, et Karsna järvel käivad röövpüüdjad ", Kaebaja peab artiklis avaldatud infot moonutatuks ja valikuliseks. Samuti ei ole ta rahul vastulause avaldamata jätmisega. ,22.03.06,õigeksmõistev,"ÕIGEKSMÕISTEV: Leht ei rikkunud eetikakoodeksi punkti 1.4, mille järgi vastutab ajakirjanik oma sõnade ja loomingu eest ning kannab hoolt selle eest, et ei ilmuks ebatäpne, moonutatud või eksitav info. Samuti ei rikkunud leht koodeksi punkti 3.5, mis kohustab toimetust kriitilise materjali puhul kontrollima info tõesust ja allikate usaldusväärsust. Pressinõukogu ei näe põhjust kahelda eri allikate sõnades. Eri osapooled on saanud oma seisukoha artiklis välja öelda. ","['1.4', '3.5']",Võrumaa Teataja
 126 , Lääne Elu 05.01.06 Taeblas tüssatakse ," Kaebaja peab lugejakirja solvavaks, lisaks sisaldab see faktivigu. Kaebaja leiab, et leht pidanuks kirja enne avaldamist toimetama. ",15.02.06,tauniv,TAUNIV: Hea ajakirjandustavaga ei ole kooskõlas lugejakirjas esinevate põhjendamatult halvustatavate väljendite avaldamine. ,[],Lääne Elu
 125 , Vesti Nedeli 11.11.05 Artiklid saientoloogiast , Artiklid on kaebaja meelest eksitavad ja sisaldavad valefakte. ,15.02.06,õigeksmõistev,"ÕIGEKSMÕISTEV: Artiklis on saientoloogia kohta avaldatud erinevaid seisukohti. Ajakirjanik on loo kirjutanud arvamusartikli võtmes, kus ta esitab oma järeldusi saientoloogia kohta. Pressinõukogu on seisukohal, et ajakirjandusel on õigus avaldada erinevaid seisukohti maailmavaatelistes küsimustes. ",[],Vesti Nedeli
 122 ," Õpetajate Leht 18.11.05 Õppivast tiigrist, arengukavast ja muust ", Artikkel sisaldab kaebaja meelest valefakte ja on ühepoolne. ,18.01.06,õigeksmõistev,"ÕIGEKSMÕISTEV:  Kõik osapooled said sõna. Kuivõrd arutelu toimus rubriigis „Haridusdialoog"", viitab rubriigi nimi sellele, et nendel ajalehekülgedel toimub diskussioon, mitte lõplike tõdede avaldamine. ",[],Õpetajate Leht
 121 , Postimees 15.11.05 Tuletikud püromaanidele ," Kaebaja leiab, et antud arvamusartikkel solvab räigelt AS Delfi töötajaid. ",18.01.06,õigeksmõistev,"ÕIGEKSMÕISTEV:  Ajalehel ja ajakirjanikel on õigus avaldada erinevaid seisukohti väljendavaid arvamusavaldusi, kasutades võrdlusi või kujundlikku keelt. Pressinõukogu leiab, et artikkel ei tekita Delfi töötajatele põhjendamata kannatusi, sest artiklis ei esitata nende vastu süüdistusi, vaid seostatakse irooniat kasutades netikommentaaride teema rahvusvaheliste suhetega. ",[],Postimees
 120 , Narvskaja Gazeta 27.10.05 Kohaliku võimu valimised on toimumata ," Artikkel sisaldab kaebaja meelest kontrollimata fakte, on ühepoolne ning solvav. ",15.12.05,õigeksmõistev,"ÕIGEKSMÕISTEV: Ajalehel on õigus avaldada erinevaid poliitilisi seisukohti väljendavaid arvamusavaldusi. See kuulub demokraatliku sõnavabaduse alla. Kui kriitika alla sattunud munitsipaalpoliitik leiab, et tema kohta on esitatud valeinfot või laimu, on tal võimalus taotleda ajalehelt omapoolse seisukoha avaldamist. ",[],Narvskaja Gazeta
 119 , MK-Estonia 09.11.05 Stsura tegi Narvast linna ," Kaebaja peab artiklit ekistavaks ja solvavaks, kuna sisaldab moonutatud ja valefakte. ",18.01.06,tauniv,"TAUNIV:  Leht rikkus eetikakoodeksi punkti 3.5, mis kohustab toimetust eelkõige kriitilise materjali korral kontrollima info tõesust ja allikate usaldusväärsust. Ajaleht on eksitavalt ühendanud kaebaja astumise erakonda ja justkui sellest tuleneva korteri saamise ning võimude toetuse orkestrile. Teisi eetikakoodeksi punkte rikutud ei ole. ",['3.5'],MK-Estonia
 118 , Eesti Ekspress 22.09.05 Küberpastor kriminaaluurimise all , Kaebaja peab artikli pealkirja eksitavaks. ,15.12.05,õigeksmõistev,"ÕIGEKSMÕISTEV: Eesti Ekspress ei ole eksinud ajakirjanduseetika koodeksi vastu, sest artikli pealkiri põhineb selles esitatud faktidel. ",[],Eesti Ekspress
 116 , SL Õhtuleht 27.09.05 Lihatükk kurgus tõi noormehele surma ," Kaebaja leiab, et artikkel sisaldab õnnetuse kohta ebaadekvaatset infot. Põhjendatud ei ole ka asjaosaliste identifitseerimine. ",18.11.05,õigeksmõistev,"ÕIGEKSMÕISTEV:  Pressinõukogu seisukohalt võtab pealkiri artikli sisu kokku ning vastuolu artikli ja loo sisu vahel ei ole. Pressinõukogu leiab, et hukkunud noormehe isik ei ole suuremale avalikkusele tuvastatav ning seega on SL Õhtuleht käitunud vastavalt eetikakoodeksi punktile 4.8, mis kutsub ajakirjandust üles olema ettevaatlik ohvrite identifitseerimisel. ",['4.8'],Õhtuleht
 115 , SL Õhtuleht 03.09.05 Mis on kepikõnni võlu? , Kaebaja peab kirjutist eksitavaks ja solvavaks. ,18.11.05,õigeksmõistev,"ÕIGEKSMÕISTEV: Pressinõukogu ei näe põhjust kahelda faktides, millel artikkel tugines ning mida 2003. aastal ei lükanud ümber ka Inna Sooäär. Kuna tegu on arvamusartikliga, on ajakirjanikul õigus oma suhtumist poliitikasse väljendada, samas on puudutatud isikul aga õigus vastulausele oma veendumuste esitamiseks. ",[],Õhtuleht
 113 , Sillamäeskii Vestnik 16.08.05 Linnas on üks noorteühendus rohkem... ... teises noorteühenduses on vähenenud ," Kaebaja peab artiklite pealkirju eksitavaks, sest seeläbi antakse mõista nagu oleks ühe noorteühenduse vara varastamisega seotud teine ühendus. ",13.10.05,õigeksmõistev,"ÕIGEKSMÕISTEV:  Sillamäeski Vestnik ei ole eksinud ajakirjanduseetika koodeksi vastu. Pressinõukogu leiab, et kaks artiklit on selgelt eristatavad ning mõlema artikli pealkirjad ei eksita lugejat. ",[],Sillamäeskii Vestnik
 112 , Lääne-Harju Ekspress 09.07.05 artiklid Vasalemma vallavolikogu tööst ," Artiklid sisaldasid kaebaja arvates pahatahtlikult moonutatud, vale ja avalikkust eksitavat infot. Kaebaja ei ole rahul ka vastulause kommenteerimisega. ",29.09.05,tauniv,"TAUNIV: Leht rikkus ajakirjanduseetika koodeksit, sest avaldas vastulause kommentaariga. Muud rikkumist Pressinõukogu ei leidnud. ",[],Lääne-Harju Ekspress
 110 , Lääne Elu 05.05.05 Mõtteprügi , Kaebaja ei pea eetiliseks maakonna tunnuslauset kritiseeriva juhtkirja avaldamist lehes enne tunnuslause otsimise konkursi välja kuulutamist. ,18.08.05,õigeksmõistev,"ÕIGEKSMÕISTEV: Pressinõukogu leiab, et lehel on õigus oma arvamust avaldada ning parim koht selleks on juhtkiri. ",[],Lääne Elu
 109 , Gorod 27.05.05 Armastav ühendus ," Kirjutis sisaldab faktivigu ning eksitab seeläbi lugejat, leiab kaebaja. Kaebaja ei ole rahul ka sellega, et foto ja teksti autorit pole näidatud. ",29.09.05,tauniv,"TAUNIV: Leht rikkus ajakirjanduseetika koodeksi punkti 4.11, mille järgi ei või fotod ja fotode allkirjad auditooriumi eksitada. ",['4.11'],Gorod
 108 , SL Õhtuleht 04.05.05 Taksosõit lõppes vangikongis ," Kaebaja ei ole rahul, et leht ei avaldanud tema vastulauset. ",18.08.05,õigeksmõistev,"ÕIGEKSMÕISTEV: Pressinõukogu otsustas, et kaebaja sai oma seisukoha avaldada artiklis. Kuna vastulause uusi fakte ei sisaldanud, ei olnud lehel põhjust seda avaldada. ",[],Õhtuleht
 107 , Sakala 15.04.05 Bangalo omanik müüb kinnisvara ," Kaebaja leiab, et artikkel sisaldab faktivigu ning on eksitav ja tema mainet kahjustav. Samuti ei ole kaebaja rahul, et talle sõna ei antud. ",16.06.05,õigeksmõistev,"ÕIGEKSMÕISTEV: Pressinõukogu otsustas, et artiklist on näha lehe soov saada kaebajaga ühendust. Pressinõukogul ei ole põhjust kahelda lehe väidetes, et maksuvõlga puudutav info pärineb Krediidiinfost. Pressinõukogu leiab, et repliik „Värsket vett konnatiiki” põhineb artiklis esitatud andmetel. ",[],Sakala
 106 , Äripäev 15.02.05 Liikuvate autotulede leiutaja plaanib kohtuasja suurte autofirmade vastu ," Kaebaja soovis saada enda kaitseks sõna ning ei ole rahul sellega, et vastulause jäeti avaldamata. ",13.10.05,õigeksmõistev,"ÕIGEKSMÕISTEV: Kuna kaebaja sai esimeses artiklis sõna ning teine artikkel oli üldistav, siis vajadust vastulause avaldamiseks lehel ei olnud. Pressinõukogu leiab, et Äripäev on teemale pühendanud piisavalt palju leheruumi. ",[],Äripäev
 104 , Äripäev 26.01.05 Salapärase palgamaksja taga on Saurixi omanikud ," Kaebaja on seisukohal, et artiklis on eksitavat infot. Kaebaja peab artiklit solvavaks ja oma mainet kahjustavaks. ",19.05.05,õigeksmõistev,"ÕIGEKSMÕISTEV:  Artiklis on tuginetud eri firmade majandusaruannetele, mille avalikustamine on põhjendatud. Vastavalt ajakirjanduseetika koodeksile teenib ajakirjandus avalikkuse õigust saada tõest, ausat ja igakülgset teavet ühiskonnas toimuva kohta. ",[],Äripäev
 103 , Meie Maa 20.03.05 Petmistele rajatud äri ei seisnud püsti ," Kaebaja leiab, et ei ole artiklis saanud piisavat võimalust süüdistuste kommenteerimiseks. Lisaks sisaldab aritkkel mitmeid valeväiteid. ",16.06.05,tauniv,"TAUNIV: Pressinõukogu otsustas, et artikkel on kirjutatud ajakirjaniku enda isiklikest majanduslikest huvidest lähtuvalt. Ajakirjaniku ja kaebaja majanduslikku tehingut ei eita ka Meie Maa. Meie Maa rikkus ka ajakirjanduseetika koodeksi punkti 4.2, mis näeb ette, et konflikti sisaldava materjali puhul peab ajakirjanik ära kuulama kõik osapooled. ",['4.2'],Meie Maa
 102 , Postimees 19.04.05 Mailis Reps saab ministrina ainult paremaks minna , Artiklis on kaebaja kohta avaldatud ebatäpset ja eksitavat infot ning jäetud kaebaja kommentaar küsimata. Kaebaja peab artiklit solvavaks. ,16.06.05,tauniv,"TAUNIV: Postimees oleks pidanud ära kuulama kõik osapooled ja andma kaebajale kommentaarivõimaluse samas numbris. Pressinõukogu leidis, et uudisteküljel ilmunud artiklis on segamini oletused, arvamused ja faktid. ",[],Postimees
 101 , Postimehe lisa Arter 16.04.05 Kuse-taat ennustab märga suve ," Kaebaja leiab, et kirjutis rüvetab tema au, nime, väärikust ja tegevusala ning seda kõike anonüümselt. ",16.06.05,tauniv,"TAUNIV: Pressinõukogu leidis, et kirjutis tekitas kaebajale põhjendamatuid kannatusi. Kuigi kirjutis ilmus huumoriküljel, kahjustas see kaebaja mainet ja oli solvav tema isiku suhtes. ",[],Postimees
 100 , Järva Teataja 21.04.05 Juhatus harutab umbsõlmi ," Kaebaja leiab, et artiklis on mitmeid fakte moonutatud. Kaebaja peab artiklit oma mainet kahjustavaks. ",19.05.05,õigeksmõistev," ÕIGEKSMÕISTEV: Leht on ära kuulanud mõlemad osapooled, andnud kaebajale sõna ning avaldatud faktid põhinevad kas allikate ütlustel või artiklis viidatud dokumentidel. Kaebaja süüdistust ajakirjaniku kohta, et see eiras artikli mitteavaldamise palvet, ei pea Pressinõukogu põhjendatuks. ",[],Järva Teataja
 99 , Äripäev 25.11.04 Kullaäri võtab töötaja palgata tööle ," Kaebaja leiab, et artikkel sisaldab valefakte ja on seetõttu avalikkust eksitav ja laimav. Kaebaja ei ole rahul sellega, et ei saanud võimalust oma seisukoha avaldamiseks. ",19.05.05,õigeksmõistev,"ÕIGEKSMÕISTEV: Pressinõukogu leidis, et kaebaja sai artiklis sõna ning vastulause avaldamine polnud vajalik. ",[],Äripäev
 98 , SL Õhtuleht 08.04.05 Lapsed läksid jalgpalliväljakul karvupidi kokku ," Artikkel on eksitav, kuna jätab avalikkusele mulje nagu olnuks kaklejateks spordiklubi Noorus lapsed. Kaklejad aga pole kunagi kuulunud Igor Orlovi juhendatavasse rühma. ",19.05.05,õigeksmõistev,"ÕIGEKSMÕISTEV: Leht avaldas kaebaja selgitused. Antud vastulause kärpimist peab Pressinõukogu vajalikuks, sest oluline oli vaid faktide täpsustamine. ",[],Õhtuleht
 96 , Lääne-Harju Ekspress 05.03.05 Koeraomanik lohistas oma neljajalgset sõpra auto taga , Kaebaja kinnitusel sisaldab artikkel valefakte ning mõistab ta süüdi ilma kohtuotsuseta. Samuti ei pea kaebaja põhjendatuks oma nime ja aadressi avaldamist lehes. ,19.05.05,õigeksmõistev,ÕIGEKSMÕISTEV: Kaebaja sai sõna faktide ja sündmuse kommenteerimiseks. Pressinõukogu peab põhjendatuks kaebaja nime avaldamist ja allikate anonüümseks jätmist. ,[],Lääne-Harju Ekspress
 93 , Postimehe lisa Arter 19.03.05 Kes on Eesti sümpaatseim meespoliitik? ," Kaebaja ei ole rahul enda ja oma pere kohta avaldatud anonüümsete ja solvavate tsitaatidega, mis on tehtud vajaliku taustainfota. Kaebaja peab avaldatud tsitaate jõhkraks sekkumiseks eraellu ning ühiskonna ja pereväärtuste üle irvitamiseks. ",21.04.05,õigeksmõistev,"ÕIGEKSMÕISTEV: Pressinõukogu otsustas, et leht ei ole rikkunud head ajakirjandustava. Ühtlasi juhib Pressinõukogu tähelepanu, et ka avaliku elu tegelastel on õigus pereelu puutumatusele ning seda käsitledes peab jääma hea maitse piiridesse. ",[],Postimees
